2.02,msec,task-clock,1.28%,1905833,100.00,0.530,CPUs utilized
0,,context-switches,0.00%,1905833,100.00,0.000,/sec
0,,cpu-migrations,0.00%,1905833,100.00,0.000,/sec
66,,page-faults,0.35%,1905833,100.00,32.743,K/sec
3608007,,cycles,1.28%,1905833,100.00,1.790,GHz
978208,,instructions,0.45%,1905833,100.00,0.27,insn per cycle
125350,,branches,0.38%,1905833,100.00,62.187,M/sec
13410,,branch-misses,0.61%,1905833,100.00,10.70,of all branches
