,Sparsity Level,Stride,Cycles,Instructions,Efficiency
30,95,4,3843625.0,933417.0,0.24284809262089824
29,95,3,3914350.0,943636.0,0.24107093131682145
27,95,1,3902775.0,936611.0,0.23998590746327933
28,95,2,3977881.0,948373.0,0.23841160658149402
24,90,1,4188206.0,985951.0,0.23541129543293715
