,Branch Misses,Branches,Context Switch,CPU Migration,Cycles,Instructions,Page Faults,Executable,Sparsity Level,Stride,Vector Size
173,,111829.0,,,,,,results_vector_mlir_sparsity_90_stride_1,90,1,32
174,,,0.0,,,,,results_vector_mlir_sparsity_90_stride_1,90,1,32
175,,111959.0,,,,,,results_vector_mlir_sparsity_90_stride_2,90,2,32
176,,,,,,1141277.0,,results_vector_mlir_sparsity_90_stride_2,90,2,32
177,,,,,5441254.0,,,results_vector_mlir_sparsity_90_stride_2,90,2,32
178,,,,,,,82.0,results_vector_mlir_sparsity_90_stride_2,90,2,32
179,,,,0.0,,,,results_vector_mlir_sparsity_90_stride_2,90,2,32
180,,,0.0,,,,,results_vector_mlir_sparsity_90_stride_2,90,2,32
181,13698.0,,,,,,,results_vector_mlir_sparsity_90_stride_2,90,2,32
182,14031.0,,,,,,,results_vector_mlir_sparsity_90_stride_3,90,3,32
183,,111448.0,,,,,,results_vector_mlir_sparsity_90_stride_3,90,3,32
184,,,0.0,,,,,results_vector_mlir_sparsity_90_stride_3,90,3,32
185,,,,0.0,,,,results_vector_mlir_sparsity_90_stride_3,90,3,32
186,,,,,,,82.0,results_vector_mlir_sparsity_90_stride_3,90,3,32
187,,,,,5245985.0,,,results_vector_mlir_sparsity_90_stride_3,90,3,32
188,,,,,,1135806.0,,results_vector_mlir_sparsity_90_stride_3,90,3,32
189,,,,,,,82.0,results_vector_mlir_sparsity_95_stride_1,95,1,32
190,,108805.0,,,,,,results_vector_mlir_sparsity_95_stride_1,95,1,32
191,13684.0,,,,,,,results_vector_mlir_sparsity_95_stride_1,95,1,32
192,,,,0.0,,,,results_vector_mlir_sparsity_95_stride_1,95,1,32
193,,,0.0,,,,,results_vector_mlir_sparsity_95_stride_1,95,1,32
194,,,,,4484119.0,,,results_vector_mlir_sparsity_95_stride_1,95,1,32
195,,,,,,1020639.0,,results_vector_mlir_sparsity_95_stride_1,95,1,32
196,,,,0.0,,,,results_vector_mlir_sparsity_95_stride_2,95,2,32
197,,,,,4545017.0,,,results_vector_mlir_sparsity_95_stride_2,95,2,32
198,,,,,,,82.0,results_vector_mlir_sparsity_95_stride_2,95,2,32
199,14036.0,,,,,,,results_vector_mlir_sparsity_95_stride_2,95,2,32
200,,,0.0,,,,,results_vector_mlir_sparsity_95_stride_2,95,2,32
201,,,,,,1017115.0,,results_vector_mlir_sparsity_95_stride_2,95,2,32
202,,109679.0,,,,,,results_vector_mlir_sparsity_95_stride_2,95,2,32
203,,,,,,,82.0,results_vector_mlir_sparsity_95_stride_3,95,3,32
204,,,,0.0,,,,results_vector_mlir_sparsity_95_stride_3,95,3,32
205,,,,,,1012814.0,,results_vector_mlir_sparsity_95_stride_3,95,3,32
206,,109186.0,,,,,,results_vector_mlir_sparsity_95_stride_3,95,3,32
207,13618.0,,,,,,,results_vector_mlir_sparsity_95_stride_3,95,3,32
208,,,0.0,,,,,results_vector_mlir_sparsity_95_stride_3,95,3,32
209,,,,,4439873.0,,,results_vector_mlir_sparsity_95_stride_3,95,3,32
210,,,,0.0,,,,results_vector_mlir_sparsity_95_stride_4,95,4,32
211,,,,,,,82.0,results_vector_mlir_sparsity_95_stride_4,95,4,32
212,,,,,,1016353.0,,results_vector_mlir_sparsity_95_stride_4,95,4,32
213,,109551.0,,,,,,results_vector_mlir_sparsity_95_stride_4,95,4,32
214,13803.0,,,,,,,results_vector_mlir_sparsity_95_stride_4,95,4,32
215,,,0.0,,,,,results_vector_mlir_sparsity_95_stride_4,95,4,32
216,,,,,4397270.0,,,results_vector_mlir_sparsity_95_stride_4,95,4,32
