,Cycles,Cycles,Cycles,Instructions,IPC
,mean,min,max,mean,mean
Stride,,,,,
1,8839376.8,4484119.0,13132451.0,1577495.9,
2,8829291.1,4545017.0,12946885.0,1576129.6,
3,8872565.8,4439873.0,13171278.0,1580417.0,
4,4397270.0,4397270.0,4397270.0,1016353.0,
