,Sparsity Level,Stride,Cycles,Instructions,Efficiency
2,50,3,10619670.0,1682755.0,0.15845643037872176
0,50,1,10558760.0,1694171.0,0.1604517007678932
3,55,1,9983651.0,1608869.0,0.1611503647312992
5,55,3,9959023.0,1616382.0,0.16230327010992945
1,50,2,10346177.0,1695563.0,0.1638830458825516
