,Cycles,Cycles,Cycles,Instructions,IPC
,mean,min,max,mean,mean
Stride,,,,,
1,7418195.0,4255787.0,10558760.0,1331024.1,
2,7219376.3,4209766.0,10346177.0,1331448.1,
3,7436438.2,4117585.0,10619670.0,1331739.5,
4,4103916.0,4103916.0,4103916.0,970004.0,
