value,unit,event,percentage,time,enabled_time,rate,description,value_numeric,file_name,full_path,directory,test_type,vector_size,operation_type,test_id
7502009.0,,cycles,0.91%,4068958,100.0,1.795,GHz,7502009.0,results_vector_matmul_75_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_75_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1355064.0,,instructions,0.43%,4068958,100.0,0.18,insn per cycle,1355064.0,results_vector_matmul_75_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_75_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
134441.0,,branches,0.49%,4068958,100.0,32.168,M/sec,134441.0,results_vector_matmul_75_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_75_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13863.0,,branch-misses,0.94%,4068958,100.0,10.31,of all branches,13863.0,results_vector_matmul_75_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_75_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
2.43,msec,task-clock,1.35%,2533125,100.0,0.571,CPUs utilized,2.43,results_vector_matmul_95_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
4360805.0,,cycles,1.37%,2533125,100.0,1.792,GHz,4360805.0,results_vector_matmul_95_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1026858.0,,instructions,0.68%,2533125,100.0,0.24,insn per cycle,1026858.0,results_vector_matmul_95_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
120124.0,,branches,0.63%,2533125,100.0,49.367,M/sec,120124.0,results_vector_matmul_95_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13869.0,,branch-misses,1.50%,2533125,100.0,11.55,of all branches,13869.0,results_vector_matmul_95_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.5,msec,task-clock,0.71%,5380000,100.0,0.743,CPUs utilized,5.5,results_vector_matmul_55_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
9882729.0,,cycles,0.69%,5380000,100.0,1.796,GHz,9882729.0,results_vector_matmul_55_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1677117.0,,instructions,0.31%,5380000,100.0,0.17,insn per cycle,1677117.0,results_vector_matmul_55_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
147990.0,,branches,0.39%,5380000,100.0,26.893,M/sec,147990.0,results_vector_matmul_55_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14280.0,,branch-misses,1.51%,5380000,100.0,9.65,of all branches,14280.0,results_vector_matmul_55_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.61,msec,task-clock,0.33%,5705334,100.0,0.757,CPUs utilized,5.61,results_vector_matmul_55_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
10070378.0,,cycles,0.33%,5705334,100.0,1.796,GHz,10070378.0,results_vector_matmul_55_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1683664.0,,instructions,0.37%,5705334,100.0,0.17,insn per cycle,1683664.0,results_vector_matmul_55_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
148727.0,,branches,0.46%,5705334,100.0,26.531,M/sec,148727.0,results_vector_matmul_55_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14313.0,,branch-misses,1.87%,5705334,100.0,9.62,of all branches,14313.0,results_vector_matmul_55_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
2.46,msec,task-clock,0.93%,2480333,100.0,0.576,CPUs utilized,2.46,results_vector_matmul_95_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
4403781.0,,cycles,0.92%,2480333,100.0,1.793,GHz,4403781.0,results_vector_matmul_95_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1034680.0,,instructions,0.42%,2480333,100.0,0.23,insn per cycle,1034680.0,results_vector_matmul_95_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
120981.0,,branches,0.45%,2480333,100.0,49.246,M/sec,120981.0,results_vector_matmul_95_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13626.0,,branch-misses,0.53%,2480333,100.0,11.26,of all branches,13626.0,results_vector_matmul_95_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
2.45,msec,task-clock,1.07%,2413166,100.0,0.57,CPUs utilized,2.45,results_vector_matmul_95_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
4392420.0,,cycles,1.08%,2413166,100.0,1.793,GHz,4392420.0,results_vector_matmul_95_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1035539.0,,instructions,0.31%,2413166,100.0,0.24,insn per cycle,1035539.0,results_vector_matmul_95_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
121288.0,,branches,0.33%,2413166,100.0,49.497,M/sec,121288.0,results_vector_matmul_95_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14007.0,,branch-misses,0.71%,2413166,100.0,11.55,of all branches,14007.0,results_vector_matmul_95_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_95_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.68,msec,task-clock,0.68%,5726208,100.0,0.758,CPUs utilized,5.68,results_vector_matmul_55_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
10207484.0,,cycles,0.66%,5726208,100.0,1.796,GHz,10207484.0,results_vector_matmul_55_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1672127.0,,instructions,0.47%,5726208,100.0,0.16,insn per cycle,1672127.0,results_vector_matmul_55_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
147306.0,,branches,0.53%,5726208,100.0,25.923,M/sec,147306.0,results_vector_matmul_55_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13993.0,,branch-misses,1.67%,5726208,100.0,9.5,of all branches,13993.0,results_vector_matmul_55_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_55_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.73,msec,task-clock,1.00%,3766917,100.0,0.67,CPUs utilized,3.73,results_vector_matmul_80_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
6685662.0,,cycles,1.00%,3766917,100.0,1.795,GHz,6685662.0,results_vector_matmul_80_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1274430.0,,instructions,0.57%,3766917,100.0,0.19,insn per cycle,1274430.0,results_vector_matmul_80_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
131047.0,,branches,0.55%,3766917,100.0,35.179,M/sec,131047.0,results_vector_matmul_80_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14465.0,,branch-misses,1.43%,3766917,100.0,11.04,of all branches,14465.0,results_vector_matmul_80_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.71,msec,task-clock,0.74%,3761917,100.0,0.671,CPUs utilized,3.71,results_vector_matmul_80_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
6646608.0,,cycles,0.70%,3761917,100.0,1.794,GHz,6646608.0,results_vector_matmul_80_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1272750.0,,instructions,0.47%,3761917,100.0,0.19,insn per cycle,1272750.0,results_vector_matmul_80_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
130758.0,,branches,0.43%,3761917,100.0,35.289,M/sec,130758.0,results_vector_matmul_80_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14221.0,,branch-misses,1.40%,3761917,100.0,10.88,of all branches,14221.0,results_vector_matmul_80_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.73,msec,task-clock,0.92%,3764000,100.0,0.673,CPUs utilized,3.73,results_vector_matmul_80_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
6695814.0,,cycles,0.91%,3764000,100.0,1.795,GHz,6695814.0,results_vector_matmul_80_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1269537.0,,instructions,0.52%,3764000,100.0,0.19,insn per cycle,1269537.0,results_vector_matmul_80_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
130641.0,,branches,0.48%,3764000,100.0,35.017,M/sec,130641.0,results_vector_matmul_80_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14194.0,,branch-misses,1.81%,3764000,100.0,10.86,of all branches,14194.0,results_vector_matmul_80_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_80_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.11,msec,task-clock,0.63%,5032084,100.0,0.735,CPUs utilized,5.11,results_vector_matmul_60_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
9184346.0,,cycles,0.62%,5032084,100.0,1.796,GHz,9184346.0,results_vector_matmul_60_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1596841.0,,instructions,0.40%,5032084,100.0,0.17,insn per cycle,1596841.0,results_vector_matmul_60_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
144587.0,,branches,0.50%,5032084,100.0,28.274,M/sec,144587.0,results_vector_matmul_60_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14266.0,,branch-misses,1.21%,5032084,100.0,9.87,of all branches,14266.0,results_vector_matmul_60_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.31,msec,task-clock,0.49%,5208375,100.0,0.744,CPUs utilized,5.31,results_vector_matmul_60_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
9526591.0,,cycles,0.50%,5208375,100.0,1.796,GHz,9526591.0,results_vector_matmul_60_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1587173.0,,instructions,0.33%,5208375,100.0,0.17,insn per cycle,1587173.0,results_vector_matmul_60_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
143489.0,,branches,0.33%,5208375,100.0,27.047,M/sec,143489.0,results_vector_matmul_60_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13873.0,,branch-misses,1.05%,5208375,100.0,9.67,of all branches,13873.0,results_vector_matmul_60_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.38,msec,task-clock,0.58%,5168250,100.0,0.751,CPUs utilized,5.38,results_vector_matmul_60_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
9659410.0,,cycles,0.57%,5168250,100.0,1.796,GHz,9659410.0,results_vector_matmul_60_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1593604.0,,instructions,0.48%,5168250,100.0,0.16,insn per cycle,1593604.0,results_vector_matmul_60_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
144107.0,,branches,0.48%,5168250,100.0,26.793,M/sec,144107.0,results_vector_matmul_60_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14021.0,,branch-misses,1.47%,5168250,100.0,9.73,of all branches,14021.0,results_vector_matmul_60_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_60_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
4.93,msec,task-clock,0.55%,5046333,100.0,0.728,CPUs utilized,4.93,results_vector_matmul_65_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
8854725.0,,cycles,0.55%,5046333,100.0,1.796,GHz,8854725.0,results_vector_matmul_65_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1512519.0,,instructions,0.46%,5046333,100.0,0.17,insn per cycle,1512519.0,results_vector_matmul_65_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
140899.0,,branches,0.49%,5046333,100.0,28.579,M/sec,140899.0,results_vector_matmul_65_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13845.0,,branch-misses,0.88%,5046333,100.0,9.83,of all branches,13845.0,results_vector_matmul_65_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
4.63,msec,task-clock,0.81%,4784209,100.0,0.718,CPUs utilized,4.63,results_vector_matmul_65_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
8319896.0,,cycles,0.80%,4784209,100.0,1.795,GHz,8319896.0,results_vector_matmul_65_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1515000.0,,instructions,0.55%,4784209,100.0,0.18,insn per cycle,1515000.0,results_vector_matmul_65_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
140935.0,,branches,0.58%,4784209,100.0,30.407,M/sec,140935.0,results_vector_matmul_65_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14891.0,,branch-misses,2.56%,4784209,100.0,10.57,of all branches,14891.0,results_vector_matmul_65_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5.05,msec,task-clock,0.79%,5024792,100.0,0.733,CPUs utilized,5.05,results_vector_matmul_65_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
9060039.0,,cycles,0.77%,5024792,100.0,1.795,GHz,9060039.0,results_vector_matmul_65_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1520289.0,,instructions,0.50%,5024792,100.0,0.17,insn per cycle,1520289.0,results_vector_matmul_65_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
141718.0,,branches,0.49%,5024792,100.0,28.085,M/sec,141718.0,results_vector_matmul_65_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14931.0,,branch-misses,2.25%,5024792,100.0,10.54,of all branches,14931.0,results_vector_matmul_65_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_65_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.19,msec,task-clock,0.92%,3168334,100.0,0.635,CPUs utilized,3.19,results_vector_matmul_85_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
5729046.0,,cycles,0.92%,3168334,100.0,1.794,GHz,5729046.0,results_vector_matmul_85_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1186908.0,,instructions,0.57%,3168334,100.0,0.21,insn per cycle,1186908.0,results_vector_matmul_85_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
126790.0,,branches,0.57%,3168334,100.0,39.701,M/sec,126790.0,results_vector_matmul_85_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13747.0,,branch-misses,1.33%,3168334,100.0,10.84,of all branches,13747.0,results_vector_matmul_85_1,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_1.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.41,msec,task-clock,0.86%,3475667,100.0,0.648,CPUs utilized,3.41,results_vector_matmul_85_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
6106850.0,,cycles,0.85%,3475667,100.0,1.792,GHz,6106850.0,results_vector_matmul_85_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1198044.0,,instructions,0.52%,3475667,100.0,0.2,insn per cycle,1198044.0,results_vector_matmul_85_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
127731.0,,branches,0.54%,3475667,100.0,37.489,M/sec,127731.0,results_vector_matmul_85_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
14195.0,,branch-misses,1.25%,3475667,100.0,11.11,of all branches,14195.0,results_vector_matmul_85_3,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_3.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
3.38,msec,task-clock,0.79%,3330667,100.0,0.649,CPUs utilized,3.38,results_vector_matmul_85_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
6060294.0,,cycles,0.80%,3330667,100.0,1.794,GHz,6060294.0,results_vector_matmul_85_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
1194545.0,,instructions,0.53%,3330667,100.0,0.2,insn per cycle,1194545.0,results_vector_matmul_85_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
127608.0,,branches,0.53%,3330667,100.0,37.78,M/sec,127608.0,results_vector_matmul_85_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
13902.0,,branch-misses,1.59%,3330667,100.0,10.89,of all branches,13902.0,results_vector_matmul_85_2,./results_vector/mlir_files_results_vector_16/results_vector_matmul_85_2.csv,mlir_files_results_vector_16,vector,16,standard,vector_standard_16
2.68,msec,task-clock,1.04%,2517041,100.0,0.59,CPUs utilized,2.68,results_vector_sparse_sparse_70_1,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_1.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
4793534.0,,cycles,1.03%,2517041,100.0,1.792,GHz,4793534.0,results_vector_sparse_sparse_70_1,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_1.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
1096309.0,,instructions,0.67%,2517041,100.0,0.23,insn per cycle,1096309.0,results_vector_sparse_sparse_70_1,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_1.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
129671.0,,branches,0.57%,2517041,100.0,48.467,M/sec,129671.0,results_vector_sparse_sparse_70_1,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_1.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
16645.0,,branch-misses,1.42%,2517041,100.0,12.84,of all branches,16645.0,results_vector_sparse_sparse_70_1,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_1.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
2.82,msec,task-clock,1.09%,2930208,100.0,0.597,CPUs utilized,2.82,results_vector_sparse_sparse_70_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
5048870.0,,cycles,1.07%,2930208,100.0,1.792,GHz,5048870.0,results_vector_sparse_sparse_70_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
1144418.0,,instructions,0.63%,2930208,100.0,0.23,insn per cycle,1144418.0,results_vector_sparse_sparse_70_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
134294.0,,branches,0.59%,2930208,100.0,47.67,M/sec,134294.0,results_vector_sparse_sparse_70_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
14819.0,,branch-misses,1.60%,2930208,100.0,11.03,of all branches,14819.0,results_vector_sparse_sparse_70_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
2.59,msec,task-clock,1.01%,2629209,100.0,0.593,CPUs utilized,2.59,results_vector_sparse_sparse_70_3,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_3.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
4634630.0,,cycles,0.97%,2629209,100.0,1.793,GHz,4634630.0,results_vector_sparse_sparse_70_3,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_3.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
1095468.0,,instructions,0.42%,2629209,100.0,0.24,insn per cycle,1095468.0,results_vector_sparse_sparse_70_3,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_3.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
129493.0,,branches,0.35%,2629209,100.0,50.087,M/sec,129493.0,results_vector_sparse_sparse_70_3,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_3.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
16446.0,,branch-misses,1.86%,2629209,100.0,12.7,of all branches,16446.0,results_vector_sparse_sparse_70_3,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_70_3.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
3.05,msec,task-clock,0.53%,2983250,100.0,0.623,CPUs utilized,3.05,results_vector_sparse_sparse_50_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_50_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
5468893.0,,cycles,0.53%,2983250,100.0,1.794,GHz,5468893.0,results_vector_sparse_sparse_50_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_50_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
1224916.0,,instructions,0.48%,2983250,100.0,0.22,insn per cycle,1224916.0,results_vector_sparse_sparse_50_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_50_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
141020.0,,branches,0.43%,2983250,100.0,46.25,M/sec,141020.0,results_vector_sparse_sparse_50_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_50_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
17233.0,,branch-misses,2.16%,2983250,100.0,12.22,of all branches,17233.0,results_vector_sparse_sparse_50_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_50_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
2.41,msec,task-clock,1.09%,2366833,100.0,0.573,CPUs utilized,2.41,results_vector_sparse_sparse_90_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_90_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
4317917.0,,cycles,1.07%,2366833,100.0,1.791,GHz,4317917.0,results_vector_sparse_sparse_90_2,./results_vector/mlir_files_sparse_results_vector_8/results_vector_sparse_sparse_90_2.csv,mlir_files_sparse_results_vector_8,vector,8,sparse,vector_sparse_8
